Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,KV Cache Dtype,Latency,Throughput
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,16,"Weight = fp16, KV Cache = fp16",2.434537319932133,3364.9104217586473
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,16,"Weight = fp16, KV Cache = fp8",2.503572807647288,3272.123732522229
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,16,"Weight = fp16, KV Cache = fp16",5.12163628032431,3198.9776515255667
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,16,"Weight = fp16, KV Cache = fp8",5.309644120745361,3085.7058641625185
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,16,"Weight = fp16, KV Cache = fp16",11.196044038049877,2926.7480449913915
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,16,"Weight = fp16, KV Cache = fp8",11.884978183079511,2757.0938284641848
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,16,"Weight = fp16, KV Cache = fp16",25.940946077927947,2526.3535031886063
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,16,"Weight = fp16, KV Cache = fp8",28.314875633921474,2314.5430990870145
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,32,"Weight = fp16, KV Cache = fp16",1.3381856889463961,6121.721423018557
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,32,"Weight = fp16, KV Cache = fp8",1.3687224215827882,5985.143423402669
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,32,"Weight = fp16, KV Cache = fp16",2.827963484916836,5793.568441525268
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,32,"Weight = fp16, KV Cache = fp8",2.9960704250261188,5468.4962887203055
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,32,"Weight = fp16, KV Cache = fp16",6.013485499192029,5449.086059058877
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,32,"Weight = fp16, KV Cache = fp8",6.570708645973355,4986.981125708687
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,32,"Weight = fp16, KV Cache = fp16",13.557515712920576,4833.92395684579
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,32,"Weight = fp16, KV Cache = fp8",15.533497912809253,4219.011092534259
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,32,"Weight = fp16, KV Cache = fp16",33.04554203618318,3966.404904373572
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,32,"Weight = fp16, KV Cache = fp8",40.91868844581768,3203.230723622984
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,64,"Weight = fp16, KV Cache = fp16",1.8078341940417886,9062.778021346176
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,64,"Weight = fp16, KV Cache = fp8",1.7918249820359051,9143.750178873046
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,64,"Weight = fp16, KV Cache = fp16",3.701150704175234,8853.462779301239
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,64,"Weight = fp16, KV Cache = fp8",3.9757542172446847,8241.95818188912
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,64,"Weight = fp16, KV Cache = fp16",8.237546034157276,7955.767376382803
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,64,"Weight = fp16, KV Cache = fp8",9.120373255107552,7185.670823647356
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,64,"Weight = fp16, KV Cache = fp16",19.312098698690534,6787.040706709282
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,64,"Weight = fp16, KV Cache = fp8",23.043681737035513,5687.97996326007
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,64,"Weight = fp16, KV Cache = fp16",50.99662512680516,5140.418593351392
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,64,"Weight = fp16, KV Cache = fp8",65.51213897718117,4001.4568916961875
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,1,"Weight = fp16, KV Cache = fp16",0.8338888909202069,306.9953356945441
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,1,"Weight = fp16, KV Cache = fp8",0.8012753990478814,319.49065240764037
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,1,"Weight = fp16, KV Cache = fp16",1.645173435099423,311.21338886015883
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,1,"Weight = fp16, KV Cache = fp8",1.6277518409769982,314.5442610543698
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,1,"Weight = fp16, KV Cache = fp16",3.2631784869590774,313.80447134359946
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,1,"Weight = fp16, KV Cache = fp8",3.3102338719181716,309.34370187162205
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,1,"Weight = fp16, KV Cache = fp16",6.543893898022361,312.9635094815533
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,1,"Weight = fp16, KV Cache = fp8",6.757340062060393,303.0778355374852
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,1,"Weight = fp16, KV Cache = fp16",13.069303220952861,313.4061495668143
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,1,"Weight = fp16, KV Cache = fp8",13.252085276995786,309.0834321078677
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,16,"Weight = fp16, KV Cache = fp16",1.61425158707425,2537.3987752577
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,16,"Weight = fp16, KV Cache = fp8",1.5909832520410419,2574.508559248075
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,16,"Weight = fp16, KV Cache = fp16",3.3961917338892817,2412.1135206399586
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,16,"Weight = fp16, KV Cache = fp8",3.3182512219063938,2468.770280537575
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,16,"Weight = fp16, KV Cache = fp16",6.791159929241985,2412.5481023429156
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,16,"Weight = fp16, KV Cache = fp8",6.784407655708492,2414.9492234910563
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,16,"Weight = fp16, KV Cache = fp16",14.408686097711325,2274.183765111301
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,16,"Weight = fp16, KV Cache = fp8",13.786749381106347,2376.774908587659
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,16,"Weight = fp16, KV Cache = fp16",29.653020850848407,2210.0952321060045
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,16,"Weight = fp16, KV Cache = fp8",29.277038578875363,2238.4777689669418
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,32,"Weight = fp16, KV Cache = fp16",1.891962710302323,4329.895063677535
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,32,"Weight = fp16, KV Cache = fp8",1.8499301532283425,4428.275297693814
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,32,"Weight = fp16, KV Cache = fp16",3.7708685249090195,4344.887627816539
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,32,"Weight = fp16, KV Cache = fp8",3.7928139637224376,4319.747859164705
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,32,"Weight = fp16, KV Cache = fp16",7.9176338841207325,4138.610155455419
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,32,"Weight = fp16, KV Cache = fp8",7.952966975979507,4120.223320299178
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,32,"Weight = fp16, KV Cache = fp16",16.919203981757164,3873.4682831806417
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,32,"Weight = fp16, KV Cache = fp8",16.546439204830676,3960.731320420105
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,32,"Weight = fp16, KV Cache = fp16",36.26743486197665,3614.0410949608663
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,32,"Weight = fp16, KV Cache = fp8",36.89119761111215,3552.9342631186164
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,64,"Weight = fp16, KV Cache = fp16",2.2874279669485986,7162.629921787683
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,64,"Weight = fp16, KV Cache = fp8",51.325532383983955,5107.4774644091485
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,64,"Weight = fp16, KV Cache = fp8",2.215611983090639,7394.7966182893415
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,64,"Weight = fp16, KV Cache = fp16",4.648729659616947,7048.807394556057
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,64,"Weight = fp16, KV Cache = fp8",4.708260648883879,6959.6826606801915
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,64,"Weight = fp16, KV Cache = fp16",9.66271187318489,6782.360983138673
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,64,"Weight = fp16, KV Cache = fp8",9.955495776142925,6582.89667070611
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,64,"Weight = fp16, KV Cache = fp16",20.941773748025298,6258.877666098337
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,64,"Weight = fp16, KV Cache = fp8",21.839288108982146,6001.660830056645
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,64,"Weight = fp16, KV Cache = fp16",49.15488893305883,5333.0198824576455
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,64,"Weight = fp16, KV Cache = fp8",51.22933417791501,5117.068261898481
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,128,1,"Weight = fp16, KV Cache = fp16",2.5102962530218065,101.9799952662305
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,128,1,"Weight = fp16, KV Cache = fp8",2.427057741675526,105.47750702596375
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,256,1,"Weight = fp16, KV Cache = fp16",5.0324922180734575,101.73885578227565
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,256,1,"Weight = fp16, KV Cache = fp8",4.990768255200237,102.58941586127762
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,512,1,"Weight = fp16, KV Cache = fp16",10.033035752829164,102.06282776489135
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,512,1,"Weight = fp16, KV Cache = fp8",10.082923472858965,101.55784706254937
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,1024,1,"Weight = fp16, KV Cache = fp16",20.01815038919449,102.307154266634
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,1024,1,"Weight = fp16, KV Cache = fp8",20.248903586063534,101.14127865222056
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,2048,1,"Weight = fp16, KV Cache = fp16",40.073020447045565,102.21340828083207
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,2048,1,"Weight = fp16, KV Cache = fp8",40.641936076804996,100.7826003234539
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,128,16,"Weight = fp16, KV Cache = fp16",2.8117824462242424,1456.7272107058811
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,128,16,"Weight = fp16, KV Cache = fp8",2.798273318912834,1463.7598022738357
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,256,16,"Weight = fp16, KV Cache = fp16",5.7722969320602715,1419.1924109967915
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,256,16,"Weight = fp16, KV Cache = fp8",5.764280473347753,1421.1661000670022
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,512,16,"Weight = fp16, KV Cache = fp16",12.081775974016637,1356.092021176012
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,512,16,"Weight = fp16, KV Cache = fp8",12.03199191391468,1361.7030427898092
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,1024,16,"Weight = fp16, KV Cache = fp16",25.27362209931016,1296.5296335935323
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,1024,16,"Weight = fp16, KV Cache = fp8",25.181991126853973,1301.2473809132725
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,2048,16,"Weight = fp16, KV Cache = fp16",51.59774294309318,1270.133076795224
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,2048,16,"Weight = fp16, KV Cache = fp8",56.030559747014195,1169.6474262599588
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,128,32,"Weight = fp16, KV Cache = fp16",3.3578506419435143,2439.6558613037337
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,128,32,"Weight = fp16, KV Cache = fp8",3.444611539132893,2378.20721057625
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,256,32,"Weight = fp16, KV Cache = fp16",6.742824725341052,2429.8421903842827
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,256,32,"Weight = fp16, KV Cache = fp8",6.972217917907983,2349.8978650564077
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,512,32,"Weight = fp16, KV Cache = fp16",14.202394494321197,2307.216576268335
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,512,32,"Weight = fp16, KV Cache = fp8",14.583818363025784,2246.8738422494616
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,1024,32,"Weight = fp16, KV Cache = fp16",30.59996454883367,2141.7018276414287
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,1024,32,"Weight = fp16, KV Cache = fp8",32.050203463062644,2044.7920112435233
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,2048,32,"Weight = fp16, KV Cache = fp16",65.02604578714818,2015.684613962875
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,2048,32,"Weight = fp16, KV Cache = fp8",76.07940780790523,1722.8314964142062
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,128,64,"Weight = fp16, KV Cache = fp16",3.8447187491692603,4261.4300470067255
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,128,64,"Weight = fp16, KV Cache = fp8",3.937005804851651,4161.538187169973
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,256,64,"Weight = fp16, KV Cache = fp16",7.886267072055489,4155.071049535138
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,256,64,"Weight = fp16, KV Cache = fp8",8.242900848854333,3975.299545736301
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,512,64,"Weight = fp16, KV Cache = fp16",16.616495145019144,3944.032687280907
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,512,64,"Weight = fp16, KV Cache = fp8",18.19702750677243,3601.4673262217866
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,1024,64,"Weight = fp16, KV Cache = fp16",35.695987154729664,3671.897332096422
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,1024,64,"Weight = fp16, KV Cache = fp8",42.07695034472272,3115.0546540604746
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,2048,64,"Weight = fp16, KV Cache = fp16",83.63187834387645,3134.4985332282
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-72B,2048,64,"Weight = fp16, KV Cache = fp8",108.72641012305394,2411.042539740912
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,128,1,"Weight = fp16, KV Cache = fp16",1.0380924218334258,246.6061736081898
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,128,1,"Weight = fp16, KV Cache = fp8",0.9992983737029135,256.1797424440796
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,256,1,"Weight = fp16, KV Cache = fp16",2.084940921049565,245.5705074569968
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,256,1,"Weight = fp16, KV Cache = fp8",2.0385641171596944,251.15717268356667
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,512,1,"Weight = fp16, KV Cache = fp16",4.16321627330035,245.96368114890987
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,512,1,"Weight = fp16, KV Cache = fp8",4.116794400848448,248.7372213168963
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,1024,1,"Weight = fp16, KV Cache = fp16",8.337094015907496,245.6491429858338
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,1024,1,"Weight = fp16, KV Cache = fp8",8.318855004850775,246.18772641256504
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,2048,1,"Weight = fp16, KV Cache = fp16",16.725925324950367,244.8892913499932
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,2048,1,"Weight = fp16, KV Cache = fp8",16.728306978940964,244.85442580390222
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,128,16,"Weight = fp16, KV Cache = fp16",1.1340067307464778,3611.9715068214305
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,128,16,"Weight = fp16, KV Cache = fp8",1.14260637992993,3584.7865651259413
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,256,16,"Weight = fp16, KV Cache = fp16",2.3315923758782446,3513.4786357818252
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,256,16,"Weight = fp16, KV Cache = fp8",2.368680987972766,3458.4648762732363
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,512,16,"Weight = fp16, KV Cache = fp16",4.879194871056825,3357.931058910802
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,512,16,"Weight = fp16, KV Cache = fp8",4.993978629820049,3280.7509231553067
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,1024,16,"Weight = fp16, KV Cache = fp16",10.590250622015446,3094.166622636913
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,1024,16,"Weight = fp16, KV Cache = fp8",11.044644790235907,2966.8677103105
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,2048,16,"Weight = fp16, KV Cache = fp16",22.8253900189884,2871.188616951593
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,2048,16,"Weight = fp16, KV Cache = fp8",25.497373173944652,2570.303989862382
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,128,32,"Weight = fp16, KV Cache = fp16",1.324154756963253,6186.5880531873045
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,128,32,"Weight = fp16, KV Cache = fp8",1.3502954170107841,6066.820561485009
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,256,32,"Weight = fp16, KV Cache = fp16",2.767667015083134,5919.787283192326
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,256,32,"Weight = fp16, KV Cache = fp8",2.8306043189950287,5788.163287271793
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,512,32,"Weight = fp16, KV Cache = fp16",5.773823724128306,5675.268516263388
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,512,32,"Weight = fp16, KV Cache = fp8",6.23501295177266,5255.48226658997
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,1024,32,"Weight = fp16, KV Cache = fp16",12.632027420215309,5188.082468465934
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,1024,32,"Weight = fp16, KV Cache = fp8",14.42331798793748,4543.753389810106
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,2048,32,"Weight = fp16, KV Cache = fp16",29.425922221969813,4454.3038961117
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,2048,32,"Weight = fp16, KV Cache = fp8",37.28709465218708,3515.210858411892
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,1024,64,"Weight = fp16, KV Cache = fp16",16.946663083974272,7734.384011206851
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,1024,64,"Weight = fp16, KV Cache = fp8",20.94568268675357,6257.709617786404
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,2048,64,"Weight = fp16, KV Cache = fp16",41.34993087127805,6339.647841638523
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,2048,64,"Weight = fp16, KV Cache = fp8",58.00701020285487,4519.177924931189
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,128,64,"Weight = fp16, KV Cache = fp16",1.6897588321007788,9696.05821182821
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,128,64,"Weight = fp16, KV Cache = fp8",1.8350220946595073,8928.502848920787
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,256,64,"Weight = fp16, KV Cache = fp16",3.5344946486875415,9270.915153929485
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,256,64,"Weight = fp16, KV Cache = fp8",3.7254084409214556,8795.814075058854
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,512,64,"Weight = fp16, KV Cache = fp16",7.467085421085358,8776.650634656084
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,512,64,"Weight = fp16, KV Cache = fp8",8.619242171756923,7603.4526811121395
