Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,Latency,Throughput,area,avg_power,sum_power,Throughput_per_watt_area,Throughput_per_watt_avg,Throughput_per_watt_sum
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,2048,16,15.76226463,4157.778183,,1170.109037,,,3.553325,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,128,32,0.913158709,8971.058283,,1137.0167,,,7.889997,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,256,32,1.908522434,8584.651512,,1132.851238,,,7.577916,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,512,32,4.126867754,7940.162359,,1128.273814,,,7.037443,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,1024,32,9.475236476,6916.55561,,1144.785198,,,6.041793,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,2048,32,21.44045302,6113.303663,,1207.597779,,,5.062367,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,128,64,1.239248839,13220.91212,,1060.084857,,,12.47156,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,256,64,2.679572108,12228.81814,,1083.362655,,,11.287834,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,512,64,5.750257037,11397.05575,,1106.604517,,,10.299123,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,1024,64,13.53553266,9683.54946,,1144.767307,,,8.458968,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,2048,64,33.71968218,7774.21325,,1180.674081,,,6.584555,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,128,1,1.150233592,222.5634878,,802.3836667,,,0.277378,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,256,1,2.281272217,224.4361704,,796.77225,,,0.281682,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,512,1,6.20404778,165.0535322,,806.464587,,,0.204663,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,1,9.111914437,224.7606707,,811.7994348,,,0.276867,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,1,19.8198739,206.6612543,,817.4414208,,,0.252815,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,128,16,2.506550956,1634.117986,,1042.0705,,,1.568145,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,256,16,5.159718585,1587.683488,,1043.738196,,,1.521151,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,512,16,10.57008247,1550.035209,,1036.015644,,,1.49615,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,16,22.26795551,1471.531591,,1025.991545,,,1.434253,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,16,45.90801525,1427.55028,,1032.725604,,,1.382313,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,128,32,2.879656238,2844.784003,,1059.36969,,,2.685355,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,256,32,5.902365917,2775.836034,,1061.082949,,,2.616041,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,512,32,12.07652719,2713.362831,,1059.221083,,,2.561659,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,32,25.26307212,2594.142141,,1054.725323,,,2.459543,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,32,55.12774168,2377.605104,,1050.069121,,,2.264237,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,128,64,3.354572271,4884.080198,,1087.072882,,,4.492873,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,256,64,6.823100957,4802.50845,,1084.16013,,,4.429704,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,512,64,14.14023915,4634.716522,,1084.773455,,,4.27252,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,64,30.34585845,4319.271449,,1090.823559,,,3.959643,
Nvidia H100 GPU,2,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,64,68.88518227,3805.520888,,1091.140097,,,3.487656,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,1,0.838211115,305.4123185,,1146.79,,,0.266319,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,1,1.648548237,310.5762928,,1155.281765,,,0.268832,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,1,4.518501414,226.6238087,,1164.145152,,,0.19467,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,1,8.767094621,233.6007638,,1166.240424,,,0.200302,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,1,14.87255499,275.4066132,,1179.698295,,,0.233455,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,16,1.604121961,2553.42181,,1602.359235,,,1.593539,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,16,3.304137873,2479.315427,,1610.239118,,,1.539719,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,16,6.952815329,2356.455511,,1586.682235,,,1.485146,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,16,14.49321659,2260.919775,,1588.153438,,,1.423615,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,16,29.62893635,2211.891754,,1606.770704,,,1.376607,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,32,1.859705248,4404.999129,,1642.794474,,,2.681406,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,32,3.789594741,4323.417442,,1618.020487,,,2.672041,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,32,7.952115976,4120.664248,,1630.628519,,,2.52704,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,32,17.22692695,3804.276886,,1599.630567,,,2.378222,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,32,36.70586906,3570.873088,,1607.383347,,,2.221544,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,128,64,2.295382415,7137.808451,,1595.273,,,4.474349,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,256,64,4.618308006,7095.2392,,1591.312792,,,4.458733,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,512,64,9.669730619,6777.438026,,1596.155857,,,4.2461,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,1024,64,21.26990065,6162.323094,,1594.658835,,,3.864352,
Nvidia H100 GPU,4,vLLM,mistralai/Mixtral-8x7B-v0.1,2048,64,49.23225776,5324.639006,,1564.267339,,,3.403919,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,128,1,1.041121001,245.8888061,,584.0487273,,,0.421007,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,256,1,2.082001876,245.9171655,,593.6587619,,,0.41424,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,512,1,4.168167361,245.6715173,,594.7486905,,,0.413068,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,1024,1,8.359316114,244.9961183,,594.7410476,,,0.411937,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,2048,1,16.80836718,243.6881558,,596.1258817,,,0.408786,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,128,16,1.212672451,3377.663934,,626.7909167,,,5.388821,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,256,16,2.330141434,3515.666423,,628.6468333,,,5.592435,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,512,16,4.878800975,3358.202166,,619.91652,,,5.417185,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,1024,16,10.61577954,3086.725745,,613.8337736,,,5.028602,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,2048,16,22.87006805,2865.57958,,621.2228478,,,4.612805,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,128,32,1.384850201,5915.441248,,620.7839286,,,9.528986,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,256,32,2.730352645,6000.690068,,613.2651724,,,9.784821,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,512,32,5.800562318,5649.107484,,621.5522542,,,9.088709,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,1024,32,12.70292503,5159.126724,,622.9379922,,,8.281927,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,2048,32,29.89788752,4383.988665,,620.8354381,,,7.061434,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,128,64,1.727833883,9482.393046,,636.2851111,,,14.902742,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,256,64,3.592861366,9120.307371,,642.75175,,,14.189471,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,512,64,7.603187693,8619.542572,,646.1710779,,,13.339413,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,1024,64,17.16912501,7634.168889,,648.8680988,,,11.765363,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,2048,64,41.79404102,6272.281731,,653.3475524,,,9.600222,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,128,1,0.785144053,326.0548164,,747.478375,,,0.436206,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,256,1,1.545701122,331.2412683,,757.4011875,,,0.437339,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,512,1,3.084789468,331.9513408,,761.3669355,,,0.435994,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,1024,1,6.189044129,330.907319,,767.2164516,,,0.431309,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,2048,1,12.42694588,329.6063281,,771.46492,,,0.427247,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,128,16,0.9267162,4419.907626,,777.1371,,,5.687423,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,256,16,1.903079625,4304.601811,,762.7524,,,5.643511,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,512,16,4.00444261,4091.455815,,767.3627805,,,5.33184,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,1024,16,8.622470218,3800.303065,,763.2319419,,,4.979224,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,2048,16,17.99014083,3642.884213,,779.0550275,,,4.676029,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,128,32,1.089031988,7522.276748,,776.5972727,,,9.6862,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,256,32,2.324573487,7048.174683,,777.3453043,,,9.06698,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,512,32,4.812179182,6809.389002,,763.743551,,,8.915806,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,1024,32,10.5813003,6193.56772,,760.9002617,,,8.139789,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,2048,32,23.75071737,5518.654361,,774.9481083,,,7.121321,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,128,64,1.410436339,11616.26339,,769.6776875,,,15.092374,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,256,64,3.089478521,10606.3207,,760.4925484,,,13.946646,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,512,64,6.41529986,10215.57861,,778.4529063,,,13.122924,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,1024,64,14.52515969,9023.790638,,771.1393691,,,11.701893,
Nvidia H100 GPU,2,vLLM,Qwen/Qwen2-7B,2048,64,35.1998075,7447.313455,,774.1182885,,,9.620382,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,128,1,0.764286501,334.9529263,,951.3795,,,0.352071,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,256,1,1.527015025,335.2946707,,938.108,,,0.357416,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,512,1,3.04827488,335.9277101,,960.6724063,,,0.34968,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,1024,1,4.705979804,435.1909879,,1093.049583,,,0.398144,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,2048,1,9.426557839,434.517039,,1098.7054,,,0.395481,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,128,16,0.724496547,5653.581123,,1097.39,,,5.151843,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,256,16,1.502444656,5452.447095,,1103.684188,,,4.940224,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,512,16,3.175431013,5159.614532,,1091.252258,,,4.728159,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,1024,16,6.346816782,5162.903094,,1118.334719,,,4.616599,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,2048,16,13.58369393,4824.608118,,1125.771978,,,4.2856,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,128,32,0.911994606,8982.509269,,1059.3043,,,8.479631,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,256,32,1.888577579,8675.312141,,1053.9963,,,8.230875,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,512,32,4.163353535,7870.578303,,1050.373659,,,7.493122,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,1024,32,8.98372236,7294.971658,,1038.792835,,,7.022547,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,2048,32,19.54999485,6704.451894,,1064.692051,,,6.297081,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,128,64,1.255487382,13049.91212,,1051.434083,,,12.411536,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,256,64,2.428159626,13494.99417,,1050.782846,,,12.8428,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,512,64,5.468567072,11984.12658,,1046.836091,,,11.447949,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,1024,64,12.64734169,10363.60076,,1047.323516,,,9.895319,
Nvidia H100 GPU,4,vLLM,Qwen/Qwen2-7B,2048,64,29.63063403,8847.060098,,1049.602973,,,8.428959,
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Llama-2-7b-hf,1024,1,15.73628044,130.1451132,,397.4692403,,,0.327434,
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Llama-2-7b-hf,1024,16,26.13545728,1253.775652,,506.7423711,,,2.474188,
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Llama-2-7b-hf,1024,32,44.72714329,1465.240013,,528.0441697,,,2.774844,
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Llama-2-7b-hf,1024,64,90.94797015,1441.17565,,536.0005888,,,2.688758,
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,1,17.08862042,119.845836,,403.8974759,,,0.296723,
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,16,26.03937054,1258.402155,,486.6427843,,,2.585885,
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,32,37.60506272,1742.744068,,510.7310081,,,3.412254,
Nvidia A100 GPU,1,Deepspeed-MII,meta-llama/Meta-Llama-3-8B,1024,64,58.92530084,2224.375576,,543.6036752,,,4.091907,
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,1024,1,16.29205513,125.7054425,,393.5438239,,,0.319419,
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,1024,16,24.78806281,1321.926616,,482.9899342,,,2.736965,
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,1024,32,36.00966907,1819.955631,,510.3498254,,,3.566094,
Nvidia A100 GPU,1,Deepspeed-MII,mistralai/Mistral-7B-v0.1,1024,64,56.37556076,2324.979091,,543.4326797,,,4.27832,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,128,1,0.975019376,262.5588848,,575408.2,,,0.456300214,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,256,1,1.950589637,262.484733,,584077.6,,,0.449400444,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,512,1,3.891758125,263.1201547,,587538.2308,,,0.447834951,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,1024,1,7.81839533,261.9463347,,590765.1899,,,0.443401777,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,2048,1,15.74732748,260.1076281,,597510.0318,,,0.435319265,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,128,16,1.127029787,3634.331628,,615296.5,,,5.906634651,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,256,16,2.327035268,3520.359194,,616752.125,,,5.707899577,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,512,16,4.961230074,3302.406814,,611026.0204,,,5.404690968,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,1024,16,10.73743651,3051.75262,,604777.5278,,,5.046074762,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,2048,16,23.20617972,2824.075346,,613374.1931,,,4.604163946,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,128,32,1.290492913,6347.962021,,601788.3571,,,10.5484959,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,256,32,2.662293376,6154.092613,,613506.3929,,,10.03101628,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,512,32,5.67914611,5769.881487,,614188.5862,,,9.394315714,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,1024,32,12.55752158,5218.864215,,619326.619,,,8.426675125,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,2048,32,29.75958078,4404.363119,,619768.46,,,7.106465403,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,128,64,1.58188679,10357.25192,,613376.9412,,,16.88562323,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,256,64,3.425434035,9566.087002,,616244.4286,,,15.52320242,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,512,64,7.324129625,8947.957417,,626546.3108,,,14.2813983,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,1024,64,16.69396027,7851.462318,,631419.1071,,,12.43462896,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,2048,64,41.45386862,6323.752372,,636450.4293,,,9.93597,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,128,1,0.775399969,330.1521927,,715008.25,,,0.461745991,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,256,1,1.545045358,331.3818571,,724946.5625,,,0.457112116,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,512,1,3.073609888,333.1587408,,727032.1935,,,0.458244826,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,1024,1,6.168946312,331.9853823,,730455.2857,,,0.45449104,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,2048,1,12.43335644,329.4363851,,735238.3968,,,0.448067438,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,128,16,0.924282687,4431.544654,,752454,,,5.889455905,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,256,16,1.911382704,4285.902547,,751384.8,,,5.704004855,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,512,16,4.02110735,4074.499528,,747947.0488,,,5.447577519,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,1024,16,8.728667558,3754.066675,,744889.2184,,,5.039765085,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,2048,16,18.24467736,3592.061329,,762116.6703,,,4.713269593,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,128,32,1.072143513,7640.768144,,757990.5455,,,10.08029479,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,256,32,2.220353374,7379.005609,,754058.2917,,,9.785723054,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,512,32,4.714650493,6950.250087,,750799.1633,,,9.257136165,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,1024,32,10.67630823,6138.451475,,750366.8426,,,8.180600643,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,2048,32,23.96829545,5468.557423,,768084.029,,,7.119738487,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,128,64,1.451461002,11287.93676,,740176.1429,,,15.25033854,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,256,64,2.92645021,11197.1835,,755685.0667,,,14.81726184,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,512,64,6.361162918,10302.51871,,750205.0156,,,13.73293766,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,1024,64,14.29972998,9166.047202,,762034.5486,,,12.02838798,
Nvidia H100 GPU,2,vLLM,Deci/DeciLM-7B,2048,64,35.44607419,7395.572175,,764007.8222,,,9.679969183,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,128,1,0.6124781,417.9741284,,1020540.286,,,0.409561616,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,256,1,1.20383682,425.3068119,,1042603.308,,,0.407927741,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,512,1,2.394450434,427.6555428,,1050509.417,,,0.407093488,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,1024,1,4.80249483,426.4450192,,1056080.49,,,0.403799732,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,2048,1,9.625781039,425.5239116,,1064461.309,,,0.39975517,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,128,16,0.739240405,5540.822678,,1055577.75,,,5.249090063,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,256,16,1.5324742,5345.603861,,1038235.294,,,5.148740262,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,512,16,3.140626454,5216.793605,,1080801.031,,,4.826784444,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,1024,16,6.513089104,5031.099602,,1094201.582,,,4.597964109,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,2048,16,13.82455916,4740.548993,,1112588.866,,,4.260827281,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,128,32,0.882120723,9286.710749,,1100748,,,8.436727342,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,256,32,1.842205196,8893.688952,,1097401.947,,,8.104313077,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,512,32,4.072980876,8045.213321,,1091262.9,,,7.372387828,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,1024,32,8.884538746,7376.409949,,1074623.256,,,6.864182318,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,2048,32,19.57963014,6694.304186,,1095540.364,,,6.110504376,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,128,64,1.194622056,13714.79784,,1060084.417,,,12.93745821,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,256,64,2.60423308,12582.59111,,1040820.185,,,12.08911135,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,512,64,5.527170966,11857.0604,,1060060.518,,,11.18526745,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,1024,64,12.95682192,10116.06093,,1035721.038,,,9.767167563,
Nvidia H100 GPU,4,vLLM,Deci/DeciLM-7B,2048,64,30.40617927,8621.405462,,1051781.006,,,8.196958691,
