Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,Latency,Throughput
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,16,1.7040277957916259,4807.433317831715
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,32,1.9328365087509156,8476.66107599968
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,64,2.4197521209716797,13541.882954044742
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,1,2.793764567375183,366.53052728851645
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,16,3.4969753503799437,4685.191732398082
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,32,4.149431967735291,7896.984516144356
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,64,5.228010439872742,12535.552626324758
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,1,5.885012888908387,348.0026363000684
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,16,7.38178517818451,4439.034624963039
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,32,8.66031596660614,7567.3913345314895
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,64,11.277494287490844,11622.439937334919
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,2048,1,12.571610975265504,325.8134544617099
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,2048,16,15.764313220977783,4157.237875278345
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,2048,32,19.403138399124146,6755.19585047729
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,2048,64,26.490043330192567,9895.94455291872
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,1,0.9130382776260376,280.38254942127685
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,16,1.0185837030410767,4021.269914068927
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,32,1.1047240972518921,7415.426186844653
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,64,1.3375559091567992,12249.20759411735
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,1,1.8255804300308227,280.4587470251067
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,16,2.099167823791504,3902.4988412806656
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,32,2.3246174812316895,7048.041293795572
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,64,2.864994835853577,11437.367910730396
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,1,3.7713730335235596,271.51914989520037
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,16,4.377389025688172,3742.8704425977453
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,32,5.000425577163696,6553.042234974411
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,64,6.447634673118591,10164.34759761312
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,1,7.698040556907654,266.04172644456594
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,16,9.549822783470153,3431.267861506114
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,32,11.482632565498353,5707.401993939506
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,64,15.796338725090028,8297.618978745531
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,2048,1,0.0826040506362915,49585.94606982204
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,2048,16,0.8479790449142456,77284.9286701743
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,2048,32,1.6962714672088623,77270.65067932376
Nvidia H100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,2048,64,3.3921967267990114,77278.53692240536
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,128,1,0.6357832908630371,402.65292227560053
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,128,16,0.7217689514160156,5674.946244174383
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,128,32,0.8623127698898315,9500.033266405882
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,128,64,0.9958836317062378,16451.72134411874
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,256,1,1.273745608329773,401.9640944406249
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,256,16,1.4946554183959961,5480.861942608366
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,256,32,1.7774269819259643,9217.81888460296
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,256,64,2.0966896533966066,15628.445510243406
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,512,1,2.6266990661621095,389.8429070887722
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,512,16,3.0864825010299684,5308.308080325292
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,512,32,3.7842097520828246,8659.139462859988
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,512,64,4.657051253318786,14072.424037269642
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,1024,1,5.47361273765564,374.1587317478296
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,1024,16,6.629166173934936,4943.004767151521
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,1024,32,8.397114634513855,7804.585604992656
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,1024,64,10.85911545753479,12070.228050577854
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,2048,1,0.060002923011779785,68263.34109083106
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,2048,16,0.587650728225708,111522.0263537708
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,2048,32,1.1985224485397339,109361.32248477834
Nvidia H100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,2048,64,2.589111495018005,101248.6331718121
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,128,1,0.48954741954803466,522.931977123579
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,128,16,0.5884514570236206,6960.642124530564
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,128,32,0.6948166608810424,11790.160572160674
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,128,64,0.8383602619171142,19542.911018389645
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,256,1,0.9878741025924682,518.2846666962556
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,256,16,1.1825384140014648,6927.470518509391
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,256,32,1.442641305923462,11356.946409843917
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,256,64,1.9810495615005492,16540.727015017143
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,512,1,2.027980589866638,504.9357992461551
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,512,16,2.445287585258484,6700.2344013733245
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,512,32,3.3963748455047607,9647.933897334617
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,512,64,3.9275647401809692,16686.16670516813
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,1024,1,4.239307832717896,483.0977321802533
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,1024,16,5.754430747032165,5694.394709137828
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,1024,32,6.444414734840393,10169.426192528112
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,1024,64,8.574271631240844,15286.66289535682
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,2048,1,0.05169191360473633,79238.69933158558
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,2048,16,0.49881150722503664,131384.29857921004
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,2048,32,1.0480163812637329,125066.74737464412
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,2048,64,2.266811418533325,115644.37952655662
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,128,1,2.411053681373596,106.17764422986833
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,128,16,2.744055247306824,1492.6813168284618
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,128,32,3.236478304862976,2531.1462733092003
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,128,64,3.7166019678115845,4408.327860205933
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,256,1,4.892553734779358,104.64882508297887
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,256,16,5.619624376296997,1457.7486770384548
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,256,32,6.532260131835938,2508.1671074533833
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,256,64,7.677965784072876,4267.797086042468
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,512,1,9.991193056106567,102.49026259923346
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,512,16,11.554819703102112,1417.9364473857954
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,512,32,13.462074828147887,2434.0973006245144
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,512,64,15.91199324131012,4118.6543386568255
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,1024,1,0.9574448823928833,2139.0265253510565
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,1024,16,24.206275749206544,1353.6985341941377
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,1024,32,25.39321849346161,2580.8465365221264
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,1024,64,28.251942253112794,4639.3978447821055
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,2048,1,43.36223292350769,94.46008020909508
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,2048,16,53.66492502689361,1221.2073336011804
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,2048,32,59.649028587341306,2197.3870003277143
Nvidia H100 GPU,4,TensorRT-LLM,Qwen/Qwen2-72B,2048,64,74.07946612834931,3538.68640934604
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,1,18.744642267934978,13.657235829884018
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,16,24.706821688916534,165.78417295323192
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,32,27.82107778126374,294.4530066163342
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,64,37.11438635410741,441.44607009477875
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,1,19.95218108361587,25.66135490923541
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,16,28.819905803073198,284.2479797115246
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,32,37.927368180826306,431.983572439986
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,64,57.71587845729664,567.7467081133434
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,1,23.576163180172443,43.43370005434914
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,16,41.495985398069024,394.83337587549886
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,32,61.92699390882626,529.1391997525925
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,64,106.10966097516939,617.6251945177358
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,1,30.31717104371637,67.55247701201576
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,16,73.05446116672829,448.54208047904626
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,32,122.18763849604875,536.3554022866174
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,64,235.70193862216547,556.0921593017138
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,1,45.4355602292344,90.14965325253169
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,16,157.5374353560619,416.00270978055016
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,32,313.02921362919733,418.72130233589945
Intel PVC GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,64,634.8210256318562,412.94158418757524
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,128,1,7.491187619998527,34.17348663335845
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,256,1,17.153413830998034,29.848285889002565
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,512,1,25.540556937001384,40.09309595424288
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,1024,1,54.62906364599985,37.489201961636816
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,2048,1,109.88203784600046,37.276338155837074
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,128,16,7.208905291001429,568.1861301622125
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,256,16,12.678185627002676,646.149239411059
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,512,16,30.221783452998352,542.1255176909328
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,1024,16,60.930343107000226,537.7944440991555
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,2048,16,126.96747350700025,516.1636928719915
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,128,32,8.07850096400216,1014.0495169219627
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,256,32,17.352801406999788,944.1703166954362
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,512,32,32.660683571000845,1003.285798619795
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,1024,32,70.33360855000137,931.7878230776305
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,2048,32,166.00087262200032,789.5862107813333
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,128,64,8.648400317000778,1894.4543961260445
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,256,64,17.467627052999887,1875.9273884527108
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,512,64,36.587992099000985,1791.1887545692737
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,1024,64,87.93622577399947,1490.5347465885293
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,2048,64,317.040413671999,826.8472683460689
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,128,128,10.586725190001744,3095.196995473782
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,256,128,22.452717289001157,2918.844928943363
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,512,128,52.9909395249997,2473.479450919411
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,1024,128,174.5147891050001,1502.1305721102879
Intel PVC GPU,2,vLLM,meta-llama/Llama-2-7b-hf,2048,128,582.9255848749999,899.4081124650346
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,128,1,10.425643599999603,24.554838993346152
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,256,1,19.80177718699997,25.856265079890516
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,512,1,39.84667602199988,25.698504925094277
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,1024,1,82.97242476300016,24.68289923851018
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,2048,1,151.89681874700182,26.96567336819783
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,128,16,10.893404805003229,376.00732492000566
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,256,16,21.85772683899995,374.7873720053684
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,512,16,42.60823145700124,384.5266381575628
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,1024,16,82.52447003900306,397.0701052004702
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,2048,16,165.7011233919984,395.50727634454097
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,128,32,11.468424258000596,714.3091165540986
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,256,32,23.268828789001418,704.1179488906764
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,512,32,43.99425146700014,744.8245829248648
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,1024,32,88.40117287100293,741.3476300323715
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,2048,32,185.03263371199864,708.3723415190219
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,128,64,14.089534967002692,1162.8488831157936
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,256,64,26.938307841017377,1216.4089961918876
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,512,64,51.128002096986165,1281.802482242175
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,1024,64,99.55319106098614,1316.602698548412
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,2048,64,239.11876625398872,1096.2920397538107
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,128,128,17.084587393997936,1917.9860329264889
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,256,128,32.29339628299931,2029.393236489687
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,512,128,62.52443177701207,2096.33252593893
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,1024,128,131.75508589000674,1989.6309749958798
Intel PVC GPU,4,vLLM,meta-llama/Llama-2-7b-hf,2048,128,436.9392625740147,1199.9104793453735
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,1,19.279233254957944,13.278536371988018
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,16,25.999912249855697,157.53899323343805
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,32,28.5461939368397,286.97345846263534
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,64,37.94863509805873,431.74148313013046
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,1,20.54466799995862,24.921308049418528
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,16,30.14458897197619,271.7568983148406
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,32,39.25662366580218,417.356320285707
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,64,59.29745547892526,552.6038130193627
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,1,24.450991971883923,41.87969147335587
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,16,42.508253517095,385.43103149159157
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,32,63.51742873317562,515.8899006704444
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,64,105.22224943293259,622.8340522388459
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,1,31.66576963989064,64.67551628431139
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,16,71.88925608200952,455.8122004019496
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,32,121.56887499103323,539.0853539183763
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,64,215.44780689803883,608.3700822354164
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,1,47.70514606311917,85.8607579689734
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,16,144.61587497009896,453.17293148867884
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,32,289.91744365287013,452.1011166093814
Intel PVC GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,64,532.1868593359832,492.57886661666294
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,128,1,19.323760795989074,13.247938778725542
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,128,16,25.161356439013616,162.7893158275442
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,128,32,28.289829777000705,289.5740294153342
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,128,64,38.245223689998966,428.39336312430504
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,256,1,20.123326134998933,25.44310997919565
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,256,16,29.410116654995363,278.5436078373587
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,256,32,39.37083112201071,416.1456472489944
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,256,64,58.77365657899645,557.5286941005145
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,512,1,23.639073176003876,43.31811117871858
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,512,16,42.69628450401069,383.73362437335646
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,512,32,62.40396865400544,525.0948089804984
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,512,64,104.64963486600027,626.2420321286
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,1,30.79850811199867,66.49672745681235
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,16,70.90119513199897,462.1642828304204
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,32,119.70297044501058,547.4885022181306
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,64,215.84111752500758,607.2614963403063
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,1,45.50117803999456,90.01964732428914
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,16,142.56484397400345,459.6925733805062
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,32,288.09629274200415,454.9589956625285
Intel PVC GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,64,531.0003450600052,493.6795285328424
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,128,1,19.510287276934832,13.121282960433113
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,128,16,24.12652785796672,169.77163162943384
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,128,32,26.48287233407609,309.3320051035089
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,128,64,34.29254223103635,477.7715192305491
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,256,1,20.069790626876056,25.510978640423158
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,256,16,27.845142974052578,294.1985253095555
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,256,32,34.78783626109362,470.96921685594197
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,256,64,51.79289617598988,632.6736371076033
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,512,1,23.66250655404292,43.27521252498256
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,512,16,37.97631172393449,431.4268357364999
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,512,64,87.31149888597429,750.5998732834456
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,1024,1,29.886331459041685,68.52630952068246
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,1024,16,61.5514285932295,532.3678223059861
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,1024,32,95.61124250409193,685.4424049263372
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,2048,1,44.00995303597301,93.06985619030307
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,2048,16,118.90232408395968,551.1750969116761
Intel PVC GPU,1,vLLM,Qwen/Qwen2-7B,2048,32,217.4621672600042,602.7347269251044
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,128,1,0.8777113870019093,291.66762991926765
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,128,16,1.1482974249811375,3567.020103756901
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,128,32,1.460529545991449,5608.924531847823
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,128,64,2.078799073002301,7881.473593471178
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,256,1,1.7747216880088672,288.4959390868963
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,256,16,2.595907139009796,3155.7369202061764
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,256,32,3.5454385500052013,4621.149053613118
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,256,64,5.385028513992438,6085.018847134375
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,512,1,3.630242521001492,282.07481843871534
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,512,16,6.434060447994852,2546.4479440981945
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,512,32,9.58790463299374,3417.639333545235
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,512,64,15.783461042999988,4152.194491528549
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,1024,1,7.533209580986295,271.8628730533557
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,1024,16,17.7877031310054,1842.171513582478
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,1024,32,29.0349098109873,2257.144948154792
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,2048,1,16.222086091001984,252.49526953700217
Habana Gaudi2,1,Deepspeed,meta-llama/Llama-2-7b-hf,2048,16,55.838659978995565,1173.6671335711176
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,128,1,0.957582639006432,267.3398509664088
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,128,16,1.180127037980128,3470.812775386112
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,128,32,1.3946061419555915,5874.0598894199165
Habana Gaudi2,1,Deepspeed,meta-llama/Meta-Llama-3-8B,128,64,1.845794152992312,8876.39608860991
